sid	unlock_date	total_equity	ratio_to_total_equity	type	after_ratio_to_total_equity	before_ratio_to_total_equity	after_total_number	before_total_number	cumsum_unlock_times
v0	v1	v2	v3	v4	v5	v6	v7	v8	v9
sid	date	c	c	d	c	c	c	c	d
600208.SS	20070214	151276.03	5.46	股权分置限售股份	16.37	10.92	24764.42	16512	2
600661.SS	20070214	17367.68	33.25	股权分置限售股份	56.99	23.74	9897.73	4123.77	2
600400.SS	20070215	39188.79	1.25	股权分置限售股份	53.05	51.8	20791.38	20300.28	2
600501.SS	20070215	29970.3	0.98	股权分置限售股份	49.03	48.05	14694.38	14400	2
600238.SS	20070215	16600	8.84	股权分置限售股份	69.47	60.63	11532.13	10064	2
600971.SS	20070215	18840	1.72	股权分置限售股份	44.46	42.74	8375.9	8052	2
600248.SS	20070215	14170.2	9.09	股权分置对价股份	42.96	33.87	6088.2	4800	1
600139.SS	20070215	8189.02	7.18	股权分置对价股份	43.08	35.9	3528	2940	1
000615.SZ	20070215	21167.73	6.77	股权分置限售股份	67.06	60.29	14194.58	12761.23	2
000673.SZ	20070215	20808	16.66	股权分置对价股份	41.17	24.51	8566.03	5100	1
600673.SS	20070215	12673.34	2.53	股权分置限售股份	59.86	57.33	7586.22	7265.02	3
000533.SZ	20070215	57568	5.28	股权分置对价股份	40.67	35.39	23412.46	20370.56	1
000713.SZ	20070215	22500	5	股权分置限售股份	67.24	62.24	15128.34	14003.34	2
002116.SZ	20070215	11400	20.35	首发一般股份	20.35		2320	0	1
000917.SZ	20070215	33864.87	0.06	股权分置限售股份	75.37	75.31	25525.3	25505.06	3
002115.SZ	20070215	8000	20	首发一般股份	20		1600	0	1
000048.SZ	20070215	39076.87	18.47	股权分置限售股份	57.35	38.88	22410.76	15193.57	2
002114.SZ	20070215	10214	20.05	首发一般股份	20.05		2048	0	1
600138.SS	20070216	31950	17.82	股权分置限售股份	65.43	47.61	20903.68	15210	2
600232.SS	20070216	21885.19	4.87	股权分置限售股份	40.15	35.28	8787.32	7722	2
600630.SS	20070216	42486.16	10.09	股权分置限售股份	69.92	59.82	29705.04	25416.3	2
600351.SS	20070216	13312.5	26.13	股权分置限售股份	71.2	45.07	9477.9	6000	1
600107.SS	20070216	36000	14.8	股权分置对价股份	51.8	37	18648	13320	1
600193.SS	20070216	16780	23.63	股权分置限售股份	59.27	35.64	9945	5980	2
002077.SZ	20070216	18000	6.67	首发机构配售股份	33.33	26.67	6000	4800	2
002078.SZ	20070216	27604.68	5.43	首发机构配售股份	27.17	21.74	7500	6000	2
002079.SZ	20070216	13800	5.51	首发机构配售股份	27.54	22.03	3800	3040	2
600679.SS	20070216	35361.97	9.85	股权分置限售股份	23.34	13.49	8254.58	4770.48	2
600376.SS	20070216	25980	7.98	股权分置限售股份	56.02	48.04	14554.38	12480	2
600267.SS	20070216	44928	12.29	股权分置限售股份	45.88	33.59	20612.86	15091.2	2
600186.SS	20070216	106202.43	12.85	股权分置对价股份	64.26	51.41	68250	54600	1
000739.SZ	20070216	14574.92	4.86	股权分置限售股份	68.11	63.24	9926.32	9217.41	2
000550.SZ	20070216	86321.4	9.74	股权分置限售股份	23.36	13.62	20167.96	11759.39	1
000762.SZ	20070216	25063.75	21.31	股权分置限售股份	71.94	50.63	18031.24	12689.84	2
600581.SS	20070226	58957.61	4.97	股权分置限售股份	46.88	41.91	27638.03	24710.4	2
600529.SS	20070226	22250.01	5.63	股权分置限售股份	75.14	69.51	16719.74	15466.78	2
600482.SS	20070226	21800	6.4	股权分置限售股份	55.21	48.81	12035.36	10640	2
600479.SS	20070226	12600	11.09	内部职工股	47.74	36.64	6014.92	4617	2
600704.SS	20070226	37475.21	20.83	股权分置限售股份	80.96	60.12	30338.93	22531.37	2
000429.SZ	20070226	125711.77	3.94	股权分置限售股份	32.52	28.58	40884.16	35931.91	2
600426.SS	20070226	33050	0.6	股权分置限售股份	36.82	36.22	12168.65	11970	2
600572.SS	20070226	13720	0.25	股权分置限售股份	48.19	47.95	6612.34	6578.25	3
000029.SZ	20070226	101166	5	股权分置限售股份	26.63	21.63	26937.88	21879.58	2
600231.SS	20070226	52390	1.26	股权分置限售股份	55.12	53.86	28878.21	28219.62	2
002081.SZ	20070226	9400	5.11	首发机构配售股份	25.53	20.43	2400	1920	2
600555.SS	20070226	43450	3.45	股权分置限售股份	28.61	25.17	12432.86	10935	2
002082.SZ	20070226	8320	7.21	首发机构配售股份	36.06	28.85	3000	2400	2
002084.SZ	20070226	17654.85	5.04	首发机构配售股份	25.21	20.16	4450	3560	2
002083.SZ	20070226	40435.02	3.91	首发机构配售股份	19.54	15.63	7900	6320	2
000790.SZ	20070226	15357.6	10	股权分置限售股份	51	41	7832.46	6296.7	2
600101.SS	20070226	32417.9	22.86	股权分置对价股份	68.58	45.72	22230.95	14820.63	1
002080.SZ	20070226	15000	5.05	首发机构配售股份	25.27	20.21	3790	3032	2
601666.SS	20070226	107472.23	6.89	首发机构配售股份	34.43	27.54	37000	29600	2
000610.SZ	20070226	16759.79	16.18	股权分置限售股份	57.93	41.76	9709.03	6998.12	2
000960.SZ	20070226	53685.6	0.67	股权分置限售股份	47.89	47.22	25711.06	25350	2
600165.SS	20070227	19395.35	15.04	股权分置限售股份	72.57	57.53	14074.75	11158.4	2
600112.SS	20070227	19869.1	15	股权分置限售股份	54.6	39.6	10849.46	7869.1	2
600530.SS	20070227	24000	32.54	股权分置限售股份	66.04	33.5	15848.8	8040	2
600622.SS	20070227	33368.83	37.55	股权分置限售股份	80.7	43.15	26928.46	14400.06	2
601003.SS	20070227	71188.7	12.02	首发一般股份	12.02		8560	0	1
002089.SZ	20070228	7080	5	首发机构配售股份	25	20	1770	1416	2
002086.SZ	20070228	8630	8	首发机构配售股份	39.98	31.98	3450	2760	2
600123.SS	20070228	40800	4.55	股权分置限售股份	50.43	45.88	20576.25	18720	2
600588.SS	20070228	22464	23.12	股权分置限售股份	60.62	37.5	13618.8	8424	2
002088.SZ	20070228	10325.43	5.04	首发机构配售股份	25.18	20.14	2600	2080	2
002085.SZ	20070228	25850	6.19	首发机构配售股份	30.95	24.76	8000	6400	2
000040.SZ	20070228	46959.34	5.04	股权分置限售股份	83.04	78	38994.56	36628.93	2
601005.SS	20070228	173312.72	16.16	首发一般股份	16.16		28000	0	1
600337.SS	20070301	19889.28	12.77	股权分置限售股份	67.07	54.3	13339.64	10800	2
600615.SS	20070301	18802.05	15.51	股权分置对价股份	40.24	24.73	7566.61	4650.05	1
601872.SS	20070301	343339.77	6.99	首发机构配售股份	24.9	17.91	85500	61500	2
002087.SZ	20070301	23438	6.83	首发机构配售股份	34.13	27.31	8000	6400	2
000950.SZ	20070301	15500	5.23	股权分置限售股份	46.03	40.81	7134.99	6325	2
601318.SS	20070301	734505.33	7.83	首发一般股份	7.83		57500	0	1
000526.SZ	20070301	9619.51	4.2	股权分置限售股份	55.89	51.69	5375.9	4972.02	2
600760.SS	20070302	27300.47	7.03	股权分置限售股份	69.69	62.66	19025.66	17106.79	2
600009.SS	20070302	192695.84	5	股权分置限售股份	51.75	46.75	99712.85	90078.06	2
000601.SZ	20070302	84141.06	15	股权分置限售股份	69.58	54.58	58542.87	45924.74	2
600114.SS	20070302	19550	4.99	股权分置限售股份	55.08	50.09	10767.8	9792	2
002117.SZ	20070302	11000	20.36	首发一般股份	20.36		2240	0	1
002119.SZ	20070302	9710	20.6	首发一般股份	20.6		2000	0	1
002118.SZ	20070302	6752.3	20.02	首发一般股份	20.02		1352	0	1
600037.SS	20070305	66251.41	2.63	股权分置限售股份	55.01	52.38	36443.95	34700.62	2
000721.SZ	20070305	19952.8	13.97	股权分置对价股份	45.05	31.08	8989.52	6201.18	1
600438.SS	20070305	34376	4.8	股权分置限售股份	44.94	40.14	15449.7	13800	2
000836.SZ	20070305	12275.46	14.53	股权分置限售股份	73.26	58.73	8993.51	7209.58	2
600850.SS	20070306	17103.15	19.21	股权分置限售股份	57.29	38.08	9797.56	6512.4	2
600218.SS	20070306	28340	10	股权分置限售股份	58.3	48.3	16523	13689	2
600460.SS	20070306	40408	5	股权分置限售股份	48.68	43.68	19672.33	17651.93	3
000617.SZ	20070306	23961.6	8.75	股权分置对价股份	40	31.25	9584.45	7488	1
000793.SZ	20070306	136013.26	5.43	股权分置限售股份	85.98	80.55	116941.65	109560.74	2
002121.SZ	20070306	6000	20	首发一般股份	20		1200	0	1
002120.SZ	20070306	6800	20	首发一般股份	20		1360	0	1
600220.SS	20070307	96396.77	9.03	股权分置限售股份	66.07	57.04	63686.01	54983.7	2
600806.SS	20070307	28324.33	6.61	股权分置对价股份	31.1	24.49	8809.2	6936.36	1
600773.SS	20070307	22886.33	21.21	股权分置对价股份	51.5	30.29	11786.65	6933.32	1
600585.SS	20070307	125568	5	股权分置限售股份	20.93	15.93	26278.4	20000	1
600498.SS	20070307	41000	11.99	股权分置限售股份	43.76	31.77	17941.11	13024	2
600637.SS	20070307	64442.23	15.67	股权分置限售股份	57.76	42.09	37224.53	27126.47	2
000977.SZ	20070307	21500	8.59	股权分置限售股份	48.79	40.2	10490.66	8643.8	2
600216.SS	20070308	45006	21.69	股权分置限售股份	60.74	39.05	27336.2	17575.58	2
600526.SS	20070308	14000	9.6	股权分置限售股份	61.6	52	8624	7280	2
002090.SZ	20070308	6800	5	首发机构配售股份	25	20	1699.87	1359.87	2
000938.SZ	20070308	20608	15.29	股权分置限售股份	61.88	46.58	12751.68	9600	2
600505.SS	20070308	36456.75	18.53	股权分置对价股份	47.05	28.51	17151.75	10395	1
002091.SZ	20070308	12800	5	首发机构配售股份	25	20	3200	2560	2
002092.SZ	20070308	23600	8.47	首发机构配售股份	42.37	33.9	10000	8000	2
000567.SZ	20070308	15120	20.08	股权分置限售股份	70.08	50	10596.42	7560	2
000951.SZ	20070309	32263.5	0.52	股权分置限售股份	36.22	35.71	11686.97	11519.82	2
600480.SS	20070309	31200	0.69	股权分置限售股份	38.37	37.68	11971.07	11757.2	2
600183.SS	20070309	95702.34	22.7	股权分置限售股份	63.08	40.38	60370.04	38641.12	2
000417.SZ	20070309	24601.17	14.84	股权分置限售股份	62.49	47.65	15372.53	11721.89	2
000410.SZ	20070309	34091.93	1.92	股权分置限售股份	54.73	52.81	18659.09	18004.24	2
600565.SS	20070312	16000	9.11	股权分置限售股份	40.61	31.5	6497.6	5040	2
600846.SS	20070312	27808.97	10.94	股权分置限售股份	73.74	62.8	20504.99	17463.79	2
600764.SS	20070312	32972.7	3.68	股权分置限售股份	45.54	41.86	15014.77	13802.63	2
600731.SS	20070312	25631.41	10.27	股权分置限售股份	60.62	50.35	15537.74	12905.78	2
000897.SZ	20070312	115519.45	0.63	股权分置限售股份	37.86	37.23	43738.63	43005.34	3
000667.SZ	20070312	38263.66	7.31	股权分置限售股份	30.34	23.03	11610.07	8811.89	2
600285.SS	20070313	10036	21.81	股权分置限售股份	73.63	51.81	7389.27	5200	2
600090.SS	20070313	36791.66	6.58	股权分置限售股份	58.64	52.06	21575.43	19153.3	2
000014.SZ	20070313	13447.01	8.91	股权分置限售股份	72.98	64.06	9813.27	8614.48	2
600128.SS	20070314	19944.75	15.13	股权分置限售股份	65.3	50.17	13024.56	10006.62	2
000564.SZ	20070314	27034.71	0.9	股权分置限售股份	76.72	75.82	20740.98	20497.58	2
600113.SS	20070314	11800	5	股权分置限售股份	51.78	46.78	6110	5520	2
000543.SZ	20070315	77300.88	7.15	股权分置限售股份	31.34	24.19	24229.91	18702.41	2
600660.SS	20070315	100149.32	3.71	股权分置限售股份	46.07	42.36	46136.81	42425.26	2
002095.SZ	20070315	6000	5	首发机构配售股份	25	20	1500	1200	2
600149.SS	20070315	38016	19.6	股权分置对价股份	52.27	32.67	19872	12420	1
002093.SZ	20070315	6675	5	首发机构配售股份	25.02	20.01	1670	1336	2
600432.SS	20070315	22800	9.06	股权分置限售股份	49.17	40.11	11210.51	9144	2
600185.SS	20070315	25968.8	28.43	股权分置限售股份	73.37	44.93	19052.55	11668.8	2
002094.SZ	20070315	10730.55	6.34	首发机构配售股份	31.69	25.35	3400	2720	2
000962.SZ	20070316	35640	1.89	股权分置限售股份	54.67	52.78	19484.98	18811.92	2
000677.SZ	20070316	41134.9	2.57	股权分置限售股份	55.41	52.84	22794.08	21737.4	4
600584.SS	20070316	37259.2	8.45	股权分置限售股份	55.14	46.69	20545.64	17396.06	3
600648.SS	20070316	74505.75	5	股权分置限售股份	15.09	10.09	11239.39	7514.1	2
600556.SS	20070316	30368.75	4.33	股权分置限售股份	78.84	74.51	23943.67	22629.2	2
000998.SZ	20070316	15750	6.98	股权分置限售股份	69.84	62.86	11000	9900	2
600094.SS	20070319	57148.51	13.95	股权分置对价股份	33.27	19.32	19013.11	11040	1
600306.SS	20070319	17813.89	15.3	股权分置限售股份	61.6	46.3	10973.33	8247.88	2
600365.SS	20070319	14000	13.1	股权分置限售股份	68.82	55.71	9634.62	7800	2
000852.SZ	20070319	30800	7.45	股权分置对价股份	32.45	25	9995.16	7700	1
000554.SZ	20070319	48079.33	14.1	股权分置对价股份	75.43	61.32	36264.39	29484	1
000537.SZ	20070319	51271.76	17.64	股权分置限售股份	70.85	53.21	36326.62	27279.72	2
000836.SZ	20070319	12275.46	2.29	股权分置限售股份	75.56	73.27	9274.92	8994	3
000818.SZ	20070319	34000	3.1	股权分置限售股份	39.1	36	13295.3	12240	2
600399.SS	20070320	52000	10.01	股权分置限售股份	40.94	30.92	21286.49	16080	2
600467.SS	20070320	39600	10.05	内部职工股	49.44	39.39	19579.4	15600	2
600731.SS	20070320	25631.41	1.09	股权分置限售股份	61.71	60.62	15817.38	15537.75	3
000619.SZ	20070321	36000	10	股权分置限售股份	68.5	58.5	24660	21060	2
600754.SS	20070321	60324.07	1.67	股权分置限售股份	31.15	29.48	18792.7	17786.14	3
000155.SZ	20070321	47000	5	股权分置限售股份	41.51	36.51	19510	17160	2
600302.SS	20070321	34600.98	6.35	股权分置限售股份	51.32	44.97	17756.64	15561	2
600422.SS	20070321	31417.6	21.77	股权分置限售股份	74.74	52.96	23480.29	16640	2
000514.SZ	20070321	48764.43	1.8	股权分置限售股份	16.9	15.11	8242.4	7366.15	3
601991.SS	20070321	575355.58	1.58	首发机构配售股份	5.27	3.68	30296.83	21200	2
600838.SS	20070322	40088.2	16.57	股权分置限售股份	80.41	63.84	32234.14	25592.16	2
002098.SZ	20070322	15500	7.1	首发机构配售股份	35.48	28.39	5500	4400	2
600462.SS	20070322	20530	17.05	股权分置对价股份	41.4	24.35	8500	5000	1
002096.SZ	20070322	5875.56	5.11	首发机构配售股份	25.53	20.42	1500	1200	2
002097.SZ	20070322	13257.5	5.01	首发机构配售股份	25.04	20.03	3320	2656	2
601333.SS	20070322	708353.7	7.77	首发机构配售股份	25.65	17.89	181714.3	126704.3	2
000429.SZ	20070322	125711.77	0.76	股权分置限售股份	33.28	32.52	41834.68	40884.15	3
000576.SZ	20070322	32286.13	4.39	股权分置限售股份	67.24	62.85	21710.49	20292.59	2
000961.SZ	20070323	30053	1.36	股权分置限售股份	59.33	57.96	17829.67	17420	2
000823.SZ	20070323	35920	5	股权分置限售股份	55.74	50.74	20022.46	18226.46	2
000795.SZ	20070323	27680	5	股权分置限售股份	58.72	53.72	16254.97	14870.97	2
000731.SZ	20070323	31240	21.36	股权分置对价股份	53.73	32.37	16784.72	10111.29	1
600736.SS	20070326	45747	14.5	股权分置限售股份	58.71	44.21	26859.57	20224.62	2
002100.SZ	20070326	6400	5	首发机构配售股份	25	20	1600	1280	2
